customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9763-GRSKD,Male,0,1,1,-0.7888002190384014,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,-0.4922805219681379,-0.7481879571842649,0
7469-LKBCI,Male,0,0,0,-0.6666391278783103,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),-1.5225946620711341,-0.8631834699626606,0
8091-TTVAX,Male,0,1,0,1.0436161483629645,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Credit card (automatic),1.182810854199314,1.4990665744239264,0
0280-XJGEX,Male,0,0,0,0.6771328748826912,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1.2941512532104444,1.2145888969272467,1
5129-JLPIS,Male,0,0,0,-0.30015585439803716,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,1.3539759452164248,0.17768805707524452,0
3655-SNQYZ,Female,0,1,1,1.4915401492832983,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),1.611554480242174,2.475877681529266,0
8191-XWSZG,Female,0,0,0,0.7992939660427822,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,-1.4660935640654862,-0.5560508161330802,0
9959-WOFKT,Male,0,0,1,1.5729808767233588,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),1.393859073220412,2.2495926306793175,0
4190-MFLUW,Female,0,1,1,-0.9109613101984924,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),-0.31779183695069496,-0.7742621363716933,1
4183-MYFRB,Female,0,0,0,-0.46303730927815856,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,0.8404806721650927,-0.18547540482207522,0
8779-QRDMV,Male,1,0,0,-1.2774445836787656,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,-0.8346107040023594,-0.9898704505662144,1
1680-VDCWW,Male,0,1,0,-0.8295205827584317,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),-1.4943441130683104,-0.9181333687409041,0
1066-JKSGK,Male,0,0,0,-1.2774445836787656,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,-1.4827115340671475,-0.9984736061356704,1
3638-WEABW,Female,0,1,0,1.0436161483629645,1,Yes,DSL,No,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),-0.1615829189350795,0.5390426503656528,0
6322-HRPFA,Male,0,1,1,0.6771328748826912,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),-0.17155370093607614,0.30309559403000746,0
6865-JZNKO,Female,0,0,0,-0.0965540357978854,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),-0.31446824295036285,-0.33208199947490813,0
6467-CHFZW,Male,0,1,1,0.5956921474426305,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1.1495749141959914,1.0879019163236927,1
8665-UTDHZ,Male,0,1,1,-1.2774445836787656,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,-1.1486903370337564,-0.9940396721114124,1
5248-YGIJN,Male,0,1,0,1.6137012404433893,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.8471278601657574,1.802757966025724,0
8773-HHUOZ,Female,0,0,1,-0.62591876415828,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,-0.0020504069191315333,-0.5251015154562935,1
3841-NFECX,Female,1,1,0,1.5729808767233588,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),1.0498670941860242,1.9781299834030972,0
4929-XIHVW,Male,1,1,0,-1.2367242199587352,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),1.0216165451832002,-0.9272218305219705,0
6827-IEAUQ,Female,0,1,1,-0.21871512695797646,1,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Mailed check,0.046141706085686136,-0.18037968960016668,0
7310-EGVHZ,Male,0,0,0,-1.2774445836787656,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),-1.481049737066981,-0.9984515467624155,0
3413-BMNZE,Male,1,0,0,-1.2774445836787656,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),-0.6484894399837535,-0.9873998007616527,0
6234-RAAPL,Female,0,1,1,1.6137012404433893,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,0,Bank transfer (automatic),1.1678546811978192,2.191995607110472,0
6047-YHPVI,Male,0,0,0,-1.1145631287986442,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.16412929309748078,-0.8675512258671536,1
6572-ADKRS,Female,0,0,0,0.5549717837226001,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),0.33363258711442517,0.5581019488579864,0
5380-WJKOV,Male,0,0,0,0.06632741908223598,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1.3822264942192488,0.5585210769498316,1
8168-UQWWF,Female,0,0,0,-0.8702409464784621,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1.099721004191008,-0.5196749096355596,1
8865-TNMNX,Male,0,1,1,-0.9109613101984924,1,No,DSL,No,Yes,No,No,No,No,One year,0,Mailed check,-0.5055748979694671,-0.7974906564092245,0
9489-DEDVP,Female,0,1,1,1.5322605130033284,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,1,Credit card (automatic),0.14751132309581955,1.1422562120240511,0
9867-JCZSP,Female,0,1,1,-0.62591876415828,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,-1.462769970065154,-0.8228368762792373,0
4671-VJLCL,Female,0,0,0,1.247217966963116,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),0.5014740841312035,1.1374472686544574,0
4080-IIARD,Female,0,1,0,-0.7888002190384014,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,0.3801629031190768,-0.574360095934743,0
3714-NTNFO,Female,0,0,0,0.6771328748826912,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.6560212051466532,0.7162235363499371,0
5948-UJZLF,Male,0,0,0,-1.2367242199587352,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,-0.5155456799704636,-0.9645683494427116,0
7760-OYPDY,Female,0,0,0,-1.2367242199587352,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,0.5280628361338618,-0.943766360463232,1
7639-LIAYI,Male,0,0,0,0.7992939660427822,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.4981504901308714,0.8534769567426435,0
2954-PIBKO,Female,0,1,1,1.4915401492832983,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),-0.020330173920958795,0.8694920617257849,0
8012-SOUDQ,Female,1,0,0,0.43281069256250915,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,0.8471278601657574,0.6862448480963711,0
9420-LOJKX,Female,0,0,0,-0.7073594915983407,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),1.141265929195161,-0.3780537333383603,1
6575-SUVOI,Female,1,1,0,-0.30015585439803716,1,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),0.1574821050968162,-0.23411632284938433,0
7495-OOKFY,Female,1,1,0,-0.9924020376385531,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),0.5280628361338618,-0.7279595119094158,1
4667-QONEA,Female,1,1,1,1.125056875803025,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),0.33529438411459117,0.9587222265423224,0
1658-BYGOY,Male,1,0,0,-0.5851984004382496,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1.0199547481830342,-0.23416044159589444,1
8769-KKTPH,Female,0,1,1,1.247217966963116,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Credit card (automatic),1.1595456961969886,1.777058796183631,0
5067-XJQFU,Male,1,1,1,1.369379058123207,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,1.4520219682262263,2.114633385105133,0
3957-SQXML,Female,0,1,1,0.06632741908223598,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),-1.3231790220511994,-0.612809583518235,0
5954-BDFSG,Female,0,0,0,1.6137012404433893,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),1.42044782522307,2.4575904611008585,0
0434-CSFON,Female,0,1,0,0.5956921474426305,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1.1877962451998125,1.069349983416225,0
1215-FIGMP,Male,0,0,0,1.125056875803025,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),0.8354952811645946,1.3974169824648148,0
0526-SXDJP,Male,0,1,0,1.6137012404433893,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),-0.7531826509942192,0.2994337380696748,0
0557-ASKVU,Female,0,1,1,-0.5851984004382496,1,No,DSL,No,No,Yes,Yes,No,No,One year,1,Credit card (automatic),-0.34438058895335305,-0.5851030107099355,0
5698-BQJOH,Female,0,0,0,-0.9516816739185228,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,0.9850570111795457,-0.6291555791002015,1
5122-CYFXA,Female,0,0,0,-1.1960038562387048,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,0.3502505571160864,-0.8996696733264562,0
8627-ZYGSZ,Male,0,1,0,0.5956921474426305,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,1,Electronic check,0.46989994112804756,0.6031251296714728,0
3410-YOQBQ,Female,0,0,0,-0.055833672077855064,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,0.47987072312904416,0.09436980429105092,0
3170-NMYVV,Female,0,1,1,0.7178532386027215,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),-1.4827115340671475,-0.5966621222955636,0
7410-OIEDU,Male,0,0,0,-0.9109613101984924,1,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,0.5014740841312035,-0.6158758364006822,0
2273-QCKXA,Male,0,0,0,-1.2774445836787656,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,-0.5221928679711283,-0.9857232883942715,0
0731-EBJQB,Female,0,1,1,0.7992939660427822,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,-1.4744025490663168,-0.5261824247457891,0
1891-QRQSA,Male,1,1,1,1.2879383306831464,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),1.5567151792366918,2.124626281189655,0
8028-PNXHQ,Male,0,1,1,1.2064976032430856,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),-1.3464441800535252,-0.37884787077554094,0
5630-AHZIL,Female,0,0,1,-1.1960038562387048,1,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),-0.00869759491979612,-0.9290968772486468,0
2673-CXQEU,Female,1,0,0,0.9621754209229036,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,1.5201556452330371,1.701306908425908,0
6416-JNVRK,Female,0,0,0,0.5549717837226001,1,No,DSL,No,No,No,No,No,Yes,One year,0,Credit card (automatic),-0.3028356639492,0.17892338197752528,0
5590-ZSKRV,Female,0,1,1,-0.9924020376385531,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,-0.33607160395252245,-0.7946008785128175,0
0191-ZHSKZ,Male,1,0,0,-0.0965540357978854,1,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.3319707901142591,-0.07588443849115832,0
3887-PBQAO,Female,0,1,1,0.5142514200025698,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),-1.2916048790480432,-0.4706148635164053,0
5919-TMRGD,Female,0,0,1,-1.2774445836787656,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,0.48485611412954227,-0.9723553082017322,1
8108-UXRQN,Female,0,1,1,-0.8702409464784621,0,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,-0.47233895796614456,-0.7579382001629819,0
9191-MYQKX,Female,0,1,0,-1.0331224013585834,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),0.34526516611558833,-0.788137482149098,1
9919-YLNNG,Female,0,0,0,0.3920903288424788,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1.2974748472107767,0.9018752216641474,0
0318-ZOPWS,Female,0,1,0,0.6771328748826912,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),-1.4827115340671475,-0.5779337144020555,0
4445-ZJNMU,Male,0,0,0,-0.9516816739185228,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),1.1479131171958254,-0.6020225499965324,0
4808-YNLEU,Female,0,1,0,0.10704778280226633,1,No,DSL,Yes,No,No,No,Yes,No,One year,1,Bank transfer (automatic),-0.08680205392760396,-0.029934764000961255,0
1862-QRWPE,Female,0,1,1,0.6364125111626608,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),-1.4660935640654862,-0.5410283829464146,0
2796-NNUFI,Female,0,1,1,0.5549717837226001,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,-1.4893587220678117,-0.5983386346629449,0
3016-KSVCP,Male,0,1,0,-0.13727439951791576,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,-1.0307027500219619,-0.5620950844049544,0
4767-HZZHQ,Male,0,1,1,-0.0965540357978854,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),0.574593152138513,0.1265764892433735,0
2424-WVHPL,Male,1,0,0,-1.2774445836787656,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,0.3303089931140931,-0.9744068299144487,0
7233-PAHHL,Male,0,1,1,1.369379058123207,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,0.6394032351449919,1.5136919388920014,0
6067-NGCEU,Female,0,0,0,1.3286586944031769,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),1.5384354122348645,2.128155780910457,0
9848-JQJTX,Male,0,0,0,1.6137012404433893,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),1.2010906212011416,2.2834758279990215,0
8637-XJIVR,Female,0,0,0,-0.8295205827584317,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,0.47156173812821356,-0.5982283377966698,1
9803-FTJCG,Male,0,1,1,1.5729808767233588,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),0.06940686408801149,1.0877033819643975,0
0278-YXOOG,Male,0,0,0,-1.1145631287986442,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,-1.4527991880641573,-0.9571343406557715,1
3212-KXOCR,Male,0,0,0,0.7992939660427822,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),-1.4544609850643233,-0.518880772198379,0
4598-XLKNJ,Female,1,1,0,-0.30015585439803716,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1.1213243651931677,0.10200234743728637,1
6380-ARCEH,Male,0,0,0,-1.2774445836787656,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,-1.481049737066981,-0.9984515467624155,0
3679-XASPY,Female,0,1,1,-1.2774445836787656,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,-1.505976692069473,-0.9987824373612407,0
7123-WQUHX,Male,0,0,0,0.22920887396235737,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),1.0049985751815391,0.5833819906082339,0
5386-THSLQ,Female,1,1,0,1.369379058123207,0,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),-0.6385186579827569,0.32822122016747,0
3192-NQECA,Male,0,1,0,1.4508197855632678,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),1.503537675231376,2.3508892726663486,1
6180-YBIQI,Male,0,0,0,-1.1145631287986442,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,-1.3447823830533592,-0.9631565495543908,0
6728-DKUCO,Female,0,1,1,1.6137012404433893,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,1.3091074262119398,2.214650583443373,0
9750-BOOHV,Female,0,0,0,-0.015113308357824713,0,No phone service,DSL,Yes,No,No,No,No,No,One year,0,Mailed check,-1.150352134033923,-0.5980959815571396,0
8597-CWYHH,Male,0,0,0,0.43281069256250915,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Mailed check,0.9833952141793793,0.7226648733404017,0
2848-YXSMW,Male,0,1,1,1.6137012404433893,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),-1.5076384890696393,-0.4059147217594449,0
0486-HECZI,Male,0,1,0,0.9214550572028734,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,1.0631614701873533,1.3039734773565692,1
4549-ZDQYY,Female,0,0,0,0.7992939660427822,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,0,Credit card (automatic),-0.22639300194155818,0.33483903214397465,0
5712-AHQNN,Female,0,0,0,0.43281069256250915,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,0.893658176170409,0.7371358221956917,0
4846-WHAFZ,Female,1,1,0,0.18848851024232702,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.39013368512007346,0.25802829447001085,1
5256-SKJGO,Female,0,1,1,1.2879383306831464,0,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,-0.33773340095268845,0.5030417532134677,0
3071-VBYPO,Male,0,1,1,-1.1960038562387048,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,0.8338334841644282,-0.8977725672265248,0
9560-BBZXK,Female,0,0,0,0.14776814652229667,0,No phone service,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),-1.1204397880309327,-0.5104320322417082,0
5299-RULOA,Female,0,1,1,-0.9109613101984924,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1.1794872601989819,-0.5376532988383972,1
8402-OOOHJ,Female,0,0,0,0.35136996512244845,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,-1.4660935640654862,-0.6389058220789182,0
9445-ZUEQE,Male,0,1,1,-0.21871512695797646,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),0.6792863631489789,-0.05810458364761597,0
1091-SOZGA,Female,0,1,1,0.9621754209229036,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),1.1645310871974868,1.4259838708300598,0
2928-HLDBA,Female,0,0,0,-1.0738427650786138,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,-1.46443176706532,-0.9576196468673818,0
0404-SWRVG,Male,0,0,0,-1.1960038562387048,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.32033821111309646,-0.9060889509436656,1
6497-TILVL,Female,0,1,1,-1.0331224013585834,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,-0.467353566965646,-0.8527935051595483,0
7219-TLZHO,Female,0,1,1,-1.1552834925186746,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,-1.4594463760648215,-0.9796128420026322,0
4622-YNKIJ,Male,0,0,0,0.025607055362205634,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,1,Electronic check,0.8039211381614382,0.3283976951535102,0
4412-YLTKF,Female,1,0,0,-0.21871512695797646,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,0.44164939212522314,-0.06520770183573091,1
6734-PSBAW,Male,0,1,0,1.6137012404433893,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),-1.3697093380558512,-0.24677840309776325,0
3930-ZGWVE,Male,0,0,0,-1.2774445836787656,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,-1.4960059100684764,-0.9986500811217106,0
2639-UGMAZ,Male,1,0,0,1.5729808767233588,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,-0.2762469119465419,0.7509229304800764,0
2876-GZYZC,Female,0,0,0,-0.7888002190384014,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.7042133181514708,-0.4710339916082505,0
6207-WIOLX,Female,0,1,1,-0.30015585439803716,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),-0.2047896409393986,-0.34441318912446167,1
8587-XYZSF,Male,0,0,0,1.4100994218432374,1,No,DSL,No,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),-0.47233895796614456,0.430951721416077,0
3091-FYHKI,Male,0,0,0,-1.2774445836787656,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,-0.9742016520163136,-0.9917234379196358,1
2372-HWUHI,Male,0,0,0,-1.2367242199587352,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,-0.6784017859867437,-0.9715170520180415,1
7799-LGRDP,Female,0,0,0,0.43281069256250915,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),-1.2982520670487077,-0.483144587525254,0
7850-VWJUU,Female,0,0,0,-0.38159658183809786,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),0.3402797751150897,-0.2227116268765414,0
3774-VBNXY,Female,0,1,1,1.2879383306831464,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,-1.481049737066981,-0.4436362500255213,0
6217-KDYWC,Male,0,0,1,1.002895784642934,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,-1.5009913010689746,-0.49093154628427454,0
0390-DCFDQ,Female,1,1,0,-1.2774445836787656,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.18905624809997262,-0.976281876641125,1
3146-MSEGF,Female,1,1,1,1.6137012404433893,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.7740087921584478,1.8275527015643613,0
4080-OGPJL,Female,0,0,0,-0.9924020376385531,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,0.21232140610229844,-0.7586882188536522,1
1095-WGNGG,Female,0,1,0,1.1657772395230555,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),1.2060760122016398,1.627077117422781,0
2636-SJDOU,Male,0,0,0,1.2879383306831464,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),0.6493740171459885,1.3260990287313499,0
1131-QQZEB,Male,1,1,0,1.5729808767233588,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),-1.3564149620545218,-0.23255010734827827,0
5716-EZXZN,Female,0,1,1,1.3286586944031769,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),1.1396041321949948,1.8236040737517136,0
